"","chr","pos","p","neg.log10p"
"1","chrX",316075,0.119350460870523,0.923175899630511
"2","chrX",336075,0.129484785778251,0.887781257379782
"3","chrX",356075,0.082891194052741,1.08149160428008
"4","chrX",376075,0.111804210889758,0.951541839278334
"5","chrX",396075,0.162504294983957,0.789135156142446
"6","chrX",416075,0.210835161607714,0.676056958835289
"7","chrX",436075,0.200640052212089,0.697582367833931
"8","chrX",456075,0.245629638990962,0.609719230065123
"9","chrX",476075,0.28950196925715,0.538348477758289
"10","chrX",496075,0.331687057185816,0.479271474824948
"11","chrX",516075,0.368064771620904,0.434075747950781
"12","chrX",536075,0.382594674679732,0.41726107919451
"13","chrX",556075,0.383028619386375,0.416768774915924
"14","chrX",576075,0.429980387149536,0.36655135359946
"15","chrX",596075,0.473248591352457,0.324910670060975
"16","chrX",616075,0.556684612688964,0.254390782854425
"17","chrX",636075,0.501636586636215,0.299610795951735
"18","chrX",656075,0.43776281417471,0.358761132408617
"19","chrX",676075,0.370555653797625,0.431146556046174
"20","chrX",696075,0.48553605609376,0.31377851368363
"21","chrX",716075,0.521127096317651,0.283056344842654
"22","chrX",736075,0.546513283900037,0.262399277347637
"23","chrX",756075,0.559962233274368,0.251841263053876
"24","chrX",776075,0.539626516756363,0.267906717639835
"25","chrX",796075,0.53384081257974,0.272588227100361
"26","chrX",816075,0.533471896639622,0.272888454319761
"27","chrX",836075,0.476978394829996,0.321501292277739
"28","chrX",856075,0.463550126493139,0.333903296077667
"29","chrX",876075,0.45415985082826,0.342791261429451
"30","chrX",896075,0.506439178331082,0.295472704501678
"31","chrX",916075,0.400484748867898,0.397414017928383
"32","chrX",936075,0.394091732249393,0.404402676213135
"33","chrX",956075,0.413585026759764,0.383435192625239
"34","chrX",976075,0.368571897318987,0.433477781717523
"35","chrX",996075,0.31064455750653,0.507736250824687
"36","chrX",1016075,0.255249299821501,0.593035440559663
"37","chrX",1036075,0.275375683756505,0.560074411488717
"38","chrX",1056075,0.312367325313819,0.505334401100962
"39","chrX",1076075,0.250505651639938,0.601182471599726
"40","chrX",1096075,0.241707504537789,0.616709865402218
"41","chrX",1116075,0.225116123037982,0.647593399287926
"42","chrX",1136075,0.216365167240392,0.664812655270313
"43","chrX",1156075,0.223220790969409,0.651265357302686
"44","chrX",1176075,0.238473474159403,0.62255992130677
"45","chrX",1196075,0.229339073506433,0.639521946305499
"46","chrX",1216075,0.180396208926166,0.743772593511076
"47","chrX",1236075,0.24676632679265,0.607714103495687
"48","chrX",1256075,0.248480191973953,0.604708226082692
"49","chrX",1276075,0.23290924534747,0.632813271775768
"50","chrX",1296075,0.217754574783997,0.662032712175292
"51","chrX",1316075,0.27027606372336,0.568192414727351
"52","chrX",1336075,0.265802372537121,0.575441146887715
"53","chrX",1356075,0.266472750281829,0.574347195670476
"54","chrX",1376075,0.31735383619733,0.498456247533537
"55","chrX",1396075,0.352799359185215,0.452472212379724
"56","chrX",1416075,0.350497137125865,0.455315525016914
"57","chrX",1436075,0.38077581665923,0.419330641760672
"58","chrX",1456075,0.374874086753712,0.426114579233901
"59","chrX",1476075,0.35529140113251,0.449415303306878
"60","chrX",1496075,0.344793935452573,0.462440381544092
"61","chrX",1516075,0.345142367926288,0.462001725648544
"62","chrX",1536075,0.358739191996301,0.44522117437523
"63","chrX",1556075,0.268115979820759,0.571677301119092
"64","chrX",1576075,0.319132316407434,0.496029215465555
"65","chrX",1596075,0.295123774272671,0.52999580364967
"66","chrX",1616075,0.325239151515198,0.487797180594697
"67","chrX",1636075,0.340897929787972,0.46737563615565
"68","chrX",1656075,0.373117729795525,0.428154113678506
"69","chrX",1676075,0.356170605552253,0.448341925336609
"70","chrX",1696075,0.373758719712168,0.42740866655058
"71","chrX",1716075,0.406959119506666,0.39044921501158
"72","chrX",1736075,0.461118164537131,0.336187769554911
"73","chrX",1756075,0.468204270494595,0.329564629418166
"74","chrX",1776075,0.462292415834027,0.335083231347663
"75","chrX",1796075,0.49148122173288,0.308493070819811
"76","chrX",1816075,0.51683631842872,0.286646975781189
"77","chrX",1836075,0.465249703489404,0.332313894979477
"78","chrX",1856075,0.39468418780906,0.403750272349934
"79","chrX",1876075,0.445897708504267,0.350764759510696
"80","chrX",1896075,0.548221852010651,0.261043657562476
"81","chrX",1916075,0.632073263613791,0.19923257972535
"82","chrX",1936075,0.680031670964951,0.167470860521681
"83","chrX",1956075,0.690022432819202,0.161136790000098
"84","chrX",1976075,0.679684715260183,0.167692496375807
"85","chrX",1996075,0.614496640933954,0.211480486785396
"86","chrX",2016075,0.569046140785852,0.244852517653696
"87","chrX",2036075,0.595982383970872,0.224766576933102
"88","chrX",2056075,0.531745649485702,0.274296054621439
"89","chrX",2076075,0.481131880122589,0.317735865498992
"90","chrX",2096075,0.436472117559804,0.360043494402138
"91","chrX",2116075,0.401109179269377,0.396737399199049
"92","chrX",2136075,0.428100165734459,0.368454604033134
"93","chrX",2156075,0.421093663512541,0.375621293659865
"94","chrX",2176075,0.4059799438056,0.391495420880208
"95","chrX",2196075,0.311401673601902,0.506679057682742
"96","chrX",2216075,0.362300066755127,0.440931585945092
"97","chrX",2236075,0.425747585408095,0.370847806423292
"98","chrX",2256075,0.410231381681841,0.386971120247626
"99","chrX",2276075,0.444894324097521,0.351743134887718
"100","chrX",2296075,0.473540916005544,0.324642490097409
"101","chrX",2316075,0.492167461820494,0.307887101764707
"102","chrX",2336075,0.523068804823525,0.281441179985921
"103","chrX",2356075,0.603356937949744,0.219425688987288
"104","chrX",2376075,0.594832865093179,0.225605044295501
"105","chrX",2396075,0.67195081575748,0.172662514486139
"106","chrX",2416075,0.677418484487769,0.169142957083899
"107","chrX",2436075,0.673900099584826,0.171404479450916
"108","chrX",2456075,0.662598838408489,0.178749329808157
"109","chrX",2476075,0.694895354448975,0.15808059167919
"110","chrX",2496075,0.742401042645087,0.129361426855614
"111","chrX",2516075,0.738742528357978,0.131506898542918
"112","chrX",2536075,0.745218170005057,0.12771656462291
"113","chrX",2556075,0.781282388793489,0.107191965189989
"114","chrX",2576075,0.830635101924903,0.0805897199271111
"115","chrX",2596075,0.808694916570292,0.0922152868416654
"116","chrX",2616075,0.791862172846562,0.101350402730117
"117","chrX",2636075,0.769776000187992,0.113635633314697
"118","chrX",2656075,0.740518351327872,0.130464174439632
"119","chrX",2676075,0.733724224122225,0.134467142327785
"120","chrX",2696075,0.72638268488291,0.138834516840264
"121","chrX",2716075,0.751384184347357,0.124137950506275
"122","chrX",2736075,0.733241388668798,0.134753028757344
"123","chrX",2756075,0.623453014373399,0.205196270922025
"124","chrX",2776075,0.642362561228562,0.192219778946156
"125","chrX",2796075,0.642938027050788,0.19183088680669
"126","chrX",2816075,0.651841196130606,0.185858195747484
"127","chrX",2836075,0.674419337519349,0.17106998574757
"128","chrX",2856075,0.676381703510642,0.169808148815038
"129","chrX",2876075,0.655198527060291,0.183627087575945
"130","chrX",2896075,0.576749154161001,0.239013033726642
"131","chrX",2916075,0.575821788929179,0.239711905570004
"132","chrX",2936075,0.596434473678778,0.224437262442759
"133","chrX",2956075,0.565302619907008,0.247719001788209
"134","chrX",2976075,0.575042205886455,0.240300278595749
"135","chrX",2996075,0.692677022980879,0.15946921825044
"136","chrX",3016075,0.754691886334824,0.122230319067772
"137","chrX",3036075,0.795609153893528,0.0993002287369218
"138","chrX",3056075,0.861529095093592,0.0647300512104625
"139","chrX",3076075,0.925993096167753,0.0333922512310527
"140","chrX",3096075,0.940636361909575,0.026578236868435
"141","chrX",3116075,0.944992972509045,0.0245714211329505
"142","chrX",3136075,0.967093729984104,0.0145314323883487
"143","chrX",3156075,0.966962130086702,0.014590534206997
"144","chrX",3176075,0.971699323090085,0.0124680998103926
"145","chrX",3196075,0.973661671454223,0.011591925817422
"146","chrX",3216075,0.992208861159049,0.00339689871155087
"147","chrX",3236075,0.995413199915619,0.00199660448761027
"148","chrX",3256075,0.992071288856931,0.00345711892971705
"149","chrX",3276075,0.987534797108748,0.00544759248523545
"150","chrX",3296075,0.983741257976539,0.00711911397663404
"151","chrX",3316075,0.981208904016762,0.00823851942631131
"152","chrX",3336075,0.978441975462907,0.00946492420472258
"153","chrX",3356075,0.977015750328928,0.0100984350265639
"154","chrX",3376075,0.97118956764301,0.0126959913629363
"155","chrX",3396075,0.978988537523984,0.00922239309903352
"156","chrX",3416075,0.983249158039771,0.00733641680617708
"157","chrX",3436075,0.987374858199417,0.0055179355368575
"158","chrX",3456075,0.99128666577532,0.00380073566485846
"159","chrX",3476075,0.99144026699038,0.00373344635825233
"160","chrX",3496075,0.989737790910353,0.0044798468608971
"161","chrX",3516075,0.992556856523799,0.00324460620988046
"162","chrX",3536075,0.983131336776149,0.00738846077715625
"163","chrX",3556075,0.974714857785433,0.0111224138419445
"164","chrX",3576075,0.970354610922808,0.0130695261220928
"165","chrX",3596075,0.961722316955642,0.0169503059480402
"166","chrX",3616075,0.948397770231827,0.0230094757579066
"167","chrX",3636075,0.927626090900284,0.0326270446667941
"168","chrX",3656075,0.93024258641897,0.0314037824084568
"169","chrX",3676075,0.889688700074374,0.0507619253657692
"170","chrX",3696075,0.788741118840876,0.103065517839873
"171","chrX",3716075,0.886847676710519,0.0521509673666201
"172","chrX",3736075,0.841760459371677,0.0748114785404893
"173","chrX",3756075,0.897403215091014,0.0470123788704899
"174","chrX",3776075,0.737636063414058,0.132157858550343
"175","chrX",3796075,0.587560657009572,0.230947292214124
"176","chrX",3816075,0.595085804753679,0.225420409322964
"177","chrX",3836075,0.531622576321523,0.27439658423106
"178","chrX",3856075,0.461170750775832,0.336138245131625
"179","chrX",3876075,0.464579965694238,0.332939522422229
"180","chrX",3896075,0.433578613456346,0.362932147795688
"181","chrX",3916075,0.364081041057753,0.43880193567297
"182","chrX",3936075,0.327852041426106,0.484322107781109
"183","chrX",3956075,0.339416007561489,0.469267679308604
"184","chrX",3976075,0.317566623688408,0.49816514827783
"185","chrX",3996075,0.38623882293389,0.413144075096869
"186","chrX",4016075,0.342332526683292,0.465551834464374
"187","chrX",4036075,0.343757619919835,0.463747666245437
"188","chrX",4056075,0.256003118485431,0.591754744325786
"189","chrX",4076075,0.260541495050124,0.584123099097052
"190","chrX",4096075,0.201708917434052,0.695274901456083
"191","chrX",4116075,0.246660989258942,0.607899531050398
"192","chrX",4136075,0.302338585689427,0.519506422843289
"193","chrX",4156075,0.262218961889501,0.581335906291173
"194","chrX",4176075,0.304074190018275,0.517020441442012
"195","chrX",4196075,0.293890937996675,0.531813805008417
"196","chrX",4216075,0.238062719262156,0.623308609997916
"197","chrX",4236075,0.231959745438829,0.634587376534326
"198","chrX",4256075,0.259675688362298,0.585568708454409
"199","chrX",4276075,0.222921344847445,0.651848345581464
"200","chrX",4296075,0.201215754255772,0.696338019051033
"201","chrX",4316075,0.210166812141321,0.677435863197631
"202","chrX",4336075,0.208486006767443,0.680923088832306
"203","chrX",4356075,0.187444321310152,0.727127712143057
"204","chrX",4376075,0.173594007835157,0.760465269995011
"205","chrX",4396075,0.167851031848946,0.775075984621949
"206","chrX",4416075,0.230072030780106,0.638136174100432
"207","chrX",4436075,0.209683794020605,0.678435133861791
"208","chrX",4456075,0.188178164773256,0.725430771284102
"209","chrX",4476075,0.205114264861244,0.688004135169933
"210","chrX",4496075,0.225138453215713,0.647550322000152
"211","chrX",4516075,0.237914132794995,0.623579758834634
"212","chrX",4536075,0.207547335721984,0.682882837273017
"213","chrX",4556075,0.172774385358615,0.762520643350089
"214","chrX",4576075,0.198090190193033,0.703137031026433
"215","chrX",4596075,0.207479581331541,0.683024637030801
"216","chrX",4616075,0.217921106692687,0.66170070423635
"217","chrX",4636075,0.198573083064142,0.702079621243302
"218","chrX",4656075,0.242289886024954,0.615664714361168
"219","chrX",4676075,0.265868781784532,0.575332654374576
"220","chrX",4696075,0.253646483339058,0.595771154545194
"221","chrX",4716075,0.302648924754522,0.519060864702056
"222","chrX",4736075,0.368012485683012,0.434137446622002
"223","chrX",4756075,0.286492854930069,0.542886204772118
"224","chrX",4776075,0.362715966943819,0.440433326131823
"225","chrX",4796075,0.330220195318252,0.481196370058459
"226","chrX",4816075,0.399404440258085,0.398587111300906
"227","chrX",4836075,0.366101466231952,0.436398531770829
"228","chrX",4856075,0.515678414614348,0.287621047011113
"229","chrX",4876075,0.505693027903928,0.296113034035489
"230","chrX",4896075,0.511376180994787,0.291259504513512
"231","chrX",4916075,0.460808643995961,0.336479382873609
"232","chrX",4936075,0.456287525623104,0.340761404177383
"233","chrX",4956075,0.378477215985594,0.421960259544518
"234","chrX",4976075,0.281904821405272,0.549897496346211
"235","chrX",4996075,0.200965280445216,0.69687896652724
"236","chrX",5016075,0.167676796405783,0.775527032147354
"237","chrX",5036075,0.148722610578778,0.827622999849882
"238","chrX",5056075,0.161836303687181,0.790924049333846
"239","chrX",5076075,0.213659296693922,0.670278205514561
"240","chrX",5096075,0.329538334398475,0.482094057703196
"241","chrX",5116075,0.424029142039112,0.372604294841563
"242","chrX",5136075,0.510772888510639,0.291772162862632
