84006
XM_021085497.1	17	3869	3869	1	3	0	0
XM_021085488.1	5668	22174	3869	2	5	3	0
XM_021085483.1	5668	22186	22174	2	5	8	0
XM_021085493.1	5668	23674	22186	2	5	13	0
XM_021085495.1	5668	23674	23674	2	5	18	0
NM_001244353.1	23826	40032	23674	1	6	23	0
tr_NC_010443.5_111957_113643_29	111956	113642	40032	2	1	29	0
XM_021085520.1	121142	186773	113642	2	11	30	0
XM_021085513.1	121142	186782	186773	2	9	41	0
XM_021085507.1	121142	186782	186782	2	9	50	0
XM_021085506.1	121391	175759	186782	2	10	59	0
XM_021085502.1	121391	184084	186782	2	10	69	0
XM_021085518.1	121391	186646	186782	2	10	79	0
XM_021085516.1	121391	186782	186782	2	10	89	0
XM_021085510.1	121391	186782	186782	2	10	99	0
XM_021085519.1	151426	186782	186782	2	6	109	0
XM_003353151.4	198814	211345	186782	1	12	115	0
XM_021085522.1	198814	211345	211345	1	12	127	0
XM_013992416.2	198814	211345	211345	1	12	139	0
XM_005659096.3	198816	208455	211345	1	12	151	0
XM_021085535.1	224712	228649	211345	2	2	163	0
XR_002342130.1	285790	301053	228649	1	5	165	0
XR_001305810.2	350321	352715	301053	1	3	170	0
XM_021085546.1	379694	386481	352715	2	2	173	0
XR_002342132.1	393423	399528	386481	1	3	175	0
XR_002342131.1	393433	399199	399528	1	3	178	0
XR_002342133.1	463327	466765	399528	1	3	181	0
XM_021085627.1	513363	538013	466765	2	16	184	0
XM_021085588.1	513363	540237	538013	2	17	200	0
XM_021085606.1	513363	540238	540237	2	18	217	0
XM_021085577.1	513363	540238	540238	2	18	235	0
XM_021085601.1	513363	540238	540238	2	18	253	0
XM_021085566.1	513363	540873	540238	2	19	271	0
XM_021085623.1	513363	540876	540873	2	18	290	0
XM_021085618.1	513363	540881	540876	2	18	308	0
XM_021085609.1	513363	540940	540881	2	17	326	0
XM_021085596.1	513363	540947	540940	2	18	343	0
XM_021085572.1	513363	540947	540947	2	18	361	0
XM_021085664.1	541009	552017	540947	1	4	379	0
XM_021085648.1	555648	576780	552017	1	11	383	0
XM_021085654.1	555648	576780	576780	1	11	394	0
XM_021085631.1	555744	576712	576780	1	12	405	0
XM_005659097.3	555744	576712	576780	1	12	417	0
XM_021085636.1	556897	576712	576780	1	12	429	0
XM_021085638.1	556897	576712	576780	1	12	441	0
XM_021085643.1	557064	576712	576780	1	12	453	0
XM_003480211.4	575717	578440	576780	2	2	465	0
XR_002342137.1	578490	720105	578440	1	19	467	0
XM_021085668.1	578490	720105	720105	1	27	486	0
XR_002342140.1	854472	882466	720105	1	21	513	0
XM_013992423.2	854827	882466	882466	1	22	534	0
XR_002342141.1	855387	882466	882466	1	21	556	0
XR_002342139.1	855958	882466	882466	1	21	577	0
XR_002342142.1	855961	882466	882466	1	21	598	0
XM_013992422.2	855964	882466	882466	1	22	619	0
XR_002342144.1	919548	926050	882466	2	3	641	0
NR_128500.1	1013706	1013801	926050	2	1	644	0
tr_NC_010443.5_1013717_1013736_645	1013716	1013735	1013801	2	1	645	0
XM_021085700.1	1193162	1332737	1013801	2	13	646	0
XM_021085691.1	1193162	1332738	1332737	2	13	659	0
XM_021085688.1	1196720	1332738	1332738	2	12	672	0
XR_002342146.1	1379906	1383540	1332738	1	2	684	0
XM_005659107.3	1413891	1424014	1383540	1	4	686	0
XM_005654323.3	1507122	1521668	1424014	1	14	690	0
XM_021085716.1	1508128	1521668	1521668	1	13	704	0
XM_021085728.1	1510451	1521668	1521668	1	12	717	0
XM_021085734.1	1527424	1566105	1521668	2	13	729	0
XM_021085754.1	1527424	1566106	1566105	2	11	742	0
XM_021085745.1	1527424	1566106	1566106	2	12	753	0
XM_013984302.2	1569651	1663792	1566106	2	32	765	0
XM_021085839.1	1569651	1698473	1663792	2	32	797	0
XM_021085833.1	1569768	1663792	1698473	2	32	829	0
XM_021085776.1	1569768	1663792	1698473	2	34	861	0
XM_013984277.2	1569768	1663792	1698473	2	34	895	0
XM_013984272.2	1569768	1663792	1698473	2	34	929	0
XM_013984289.2	1569768	1663792	1698473	2	33	963	0
XM_013984278.2	1569768	1663792	1698473	2	33	996	0
XM_021085824.1	1569768	1663792	1698473	2	33	1029	0
XM_013984285.2	1569768	1663792	1698473	2	33	1062	0
