NC_010443.5	962	2370	+
NC_010443.5	2466	3117	+
NC_010443.5	5761	10905	-
NC_010443.5	10994	14813	-
NC_010443.5	15218	18492	-
NC_010443.5	18697	22045	-
NC_010443.5	18697	23451	-
NC_010443.5	18700	22045	-
NC_010443.5	18700	23451	-
NC_010443.5	23966	27359	+
NC_010443.5	27468	30767	+
NC_010443.5	30850	33299	+
NC_010443.5	33430	38650	+
NC_010443.5	38758	39745	+
NC_010443.5	122276	122997	-
NC_010443.5	123047	128197	-
NC_010443.5	128291	131005	-
NC_010443.5	131115	132485	-
NC_010443.5	132693	147380	-
NC_010443.5	132693	151420	-
NC_010443.5	147474	151420	-
NC_010443.5	151594	153376	-
NC_010443.5	151594	160329	-
NC_010443.5	151594	171675	-
NC_010443.5	153619	160329	-
NC_010443.5	160432	171675	-
NC_010443.5	171857	174033	-
NC_010443.5	175756	184061	-
NC_010443.5	175756	186320	-
NC_010443.5	175756	186692	-
NC_010443.5	199126	199778	+
NC_010443.5	199134	199778	+
NC_010443.5	199134	199781	+
NC_010443.5	200180	200363	+
NC_010443.5	200661	201337	+
NC_010443.5	201399	201610	+
NC_010443.5	201869	203745	+
NC_010443.5	203807	204308	+
NC_010443.5	204440	204560	+
NC_010443.5	204731	204845	+
NC_010443.5	205063	206405	+
NC_010443.5	207202	207602	+
NC_010443.5	207721	207807	+
NC_010443.5	207721	209381	+
NC_010443.5	226831	227382	-
NC_010443.5	290374	291068	+
NC_010443.5	291177	291365	+
NC_010443.5	291571	293576	+
NC_010443.5	293690	295519	+
NC_010443.5	350584	352131	+
NC_010443.5	352212	352443	+
NC_010443.5	380006	380205	-
NC_010443.5	394971	395957	+
NC_010443.5	396118	398689	+
NC_010443.5	398860	398944	+
NC_010443.5	463804	464932	+
NC_010443.5	465128	466327	+
NC_010443.5	513674	515025	-
NC_010443.5	515140	515936	-
NC_010443.5	516156	516469	-
NC_010443.5	516596	517095	-
NC_010443.5	517173	518532	-
NC_010443.5	518617	525827	-
NC_010443.5	526002	527369	-
NC_010443.5	527439	528442	-
NC_010443.5	528473	529491	-
NC_010443.5	529595	530334	-
NC_010443.5	530450	531641	-
NC_010443.5	531779	532235	-
NC_010443.5	532334	534368	-
NC_010443.5	532334	534743	-
NC_010443.5	534459	534743	-
NC_010443.5	534846	535734	-
NC_010443.5	534846	535745	-
NC_010443.5	534846	537845	-
NC_010443.5	535870	537845	-
NC_010443.5	535875	537845	-
NC_010443.5	538015	538423	-
NC_010443.5	538015	538502	-
NC_010443.5	538015	540858	-
NC_010443.5	538879	540858	-
NC_010443.5	541136	546500	+
NC_010443.5	546708	549710	+
NC_010443.5	549870	551770	+
NC_010443.5	555770	559998	+
NC_010443.5	557014	559998	+
NC_010443.5	557439	559998	+
NC_010443.5	560106	563366	+
NC_010443.5	560106	564096	+
NC_010443.5	560106	564102	+
NC_010443.5	563498	564096	+
NC_010443.5	563498	564102	+
NC_010443.5	564181	565193	+
NC_010443.5	565328	565416	+
NC_010443.5	565567	566063	+
NC_010443.5	566174	567698	+
NC_010443.5	567853	570480	+
NC_010443.5	570637	574880	+
NC_010443.5	574990	575257	+
NC_010443.5	575447	576520	+
NC_010443.5	578139	578374	-
NC_010443.5	578589	579113	+
NC_010443.5	578589	586691	+
NC_010443.5	579226	586691	+
NC_010443.5	586888	593017	+
NC_010443.5	593157	598024	+
NC_010443.5	598150	600485	+
NC_010443.5	598150	608275	+
NC_010443.5	600609	601786	+
NC_010443.5	601839	602985	+
NC_010443.5	603057	604246	+
NC_010443.5	604356	608275	+
NC_010443.5	608358	609237	+
NC_010443.5	609330	610174	+
NC_010443.5	610243	610472	+
NC_010443.5	610595	611257	+
NC_010443.5	611341	617144	+
NC_010443.5	617224	618933	+
NC_010443.5	619012	626316	+
NC_010443.5	626415	627724	+
NC_010443.5	626975	627724	+
NC_010443.5	627815	631452	+
NC_010443.5	631575	632858	+
NC_010443.5	632993	633491	+
NC_010443.5	632993	641933	+
NC_010443.5	633590	635132	+
NC_010443.5	635255	641933	+
NC_010443.5	642032	643374	+
NC_010443.5	643478	653584	+
NC_010443.5	653684	698954	+
NC_010443.5	653684	719871	+
NC_010443.5	699596	719871	+
NC_010443.5	855363	857885	+
NC_010443.5	855951	857885	+
NC_010443.5	856539	857885	+
NC_010443.5	857961	859844	+
NC_010443.5	860402	861463	+
NC_010443.5	861549	863469	+
NC_010443.5	863667	865766	+
NC_010443.5	865908	866506	+
NC_010443.5	866601	867481	+
NC_010443.5	867650	867858	+
NC_010443.5	868036	868719	+
NC_010443.5	868894	869320	+
NC_010443.5	869449	869526	+
NC_010443.5	869680	870179	+
NC_010443.5	870399	871772	+
NC_010443.5	871881	872609	+
NC_010443.5	872770	874063	+
NC_010443.5	874183	874626	+
NC_010443.5	874862	876037	+
NC_010443.5	876266	876706	+
NC_010443.5	876979	877433	+
NC_010443.5	877532	878174	+
NC_010443.5	878315	880554	+
NC_010443.5	922127	922816	-
NC_010443.5	923939	924295	-
NC_010443.5	1194619	1196650	-
NC_010443.5	1196689	1203493	-
NC_010443.5	1197471	1203493	-
NC_010443.5	1203769	1204567	-
NC_010443.5	1204668	1233509	-
NC_010443.5	1233593	1239432	-
NC_010443.5	1239620	1262951	-
NC_010443.5	1263027	1263525	-
