244824	100
961	2369	1	3	0	1
2465	3116	1	2	2	1
5760	10904	2	0	2	2
10993	14812	2	0	0	2
15217	18491	2	1	3	2
18696	22044	2	0	3	2
18696	23450	2	0	2	2
18699	22044	2	0	2	2
18699	23450	2	0	2	2
23965	27358	1	1	0	1
27467	30766	1	0	0	1
30849	33298	1	2	0	1
33429	38649	1	3	1	1
38757	39744	1	5	2	1
122275	122996	2	1	1	2
123046	128196	2	1	3	2
128290	131004	2	1	3	2
131114	132484	2	0	0	2
132692	147379	2	0	2	2
132692	151419	2	0	3	2
147473	151419	2	2	5	2
151593	153375	2	1	3	2
151593	160328	2	1	3	2
151593	171674	2	1	2	2
153618	160328	2	0	3	2
160431	171674	2	4	2	2
171856	174032	2	2	3	2
175755	184060	2	0	1	2
175755	186319	0	0	5	2
175755	186691	2	0	2	2
199125	199777	1	0	0	1
199133	199777	1	0	0	1
199133	199780	1	0	0	1
200179	200362	1	3	2	1
200660	201336	1	1	1	1
201398	201609	1	4	0	1
201868	203744	1	0	0	1
203806	204307	1	0	2	1
204439	204559	1	1	0	1
204730	204844	1	1	1	1
205062	206404	1	1	2	1
207201	207601	1	1	0	1
207720	207806	1	2	2	1
207720	209380	1	2	1	1
226830	227381	2	3	3	2
290373	291067	1	1	0	1
291176	291364	1	3	3	1
291570	293575	1	2	1	1
293689	295518	1	4	0	1
350583	352130	1	3	1	1
352211	352442	1	0	1	1
380005	380204	2	0	0	2
394970	395956	1	1	1	1
396117	398688	1	2	1	1
398859	398943	1	0	1	1
463803	464931	1	1	2	1
465127	466326	1	3	0	1
513673	515024	2	2	2	2
515139	515935	2	0	2	2
516155	516468	2	2	0	2
516595	517094	2	0	1	2
517172	518531	2	2	3	2
518616	525826	2	1	2	2
526001	527368	2	1	1	2
527438	528441	2	0	0	2
528472	529490	2	0	2	2
529594	530333	2	2	6	2
530449	531640	4	0	1	2
531778	532234	2	3	0	2
532333	534367	2	0	1	2
532333	534742	2	0	0	2
534458	534742	2	3	0	2
534845	535733	2	0	2	2
534845	535744	2	0	4	2
534845	537844	2	0	3	2
535869	537844	2	1	3	2
535874	537844	2	0	2	2
538014	538422	2	0	2	2
538014	538501	2	0	1	2
538014	540857	2	0	2	2
538878	540857	2	0	2	2
541135	546499	1	0	0	1
546707	549709	1	2	1	1
549869	551769	1	0	0	1
555769	559997	1	2	1	1
557013	559997	1	2	1	1
557438	559997	1	2	1	1
560105	563365	1	1	0	1
560105	564095	1	1	0	1
560105	564101	1	1	0	1
563497	564095	1	2	0	1
563497	564101	1	2	0	1
564180	565192	1	3	2	1
565327	565415	1	1	0	1
565566	566062	1	0	2	1
566173	567697	1	2	3	1
567852	570479	1	1	1	1
570636	574879	1	2	0	1
574989	575256	1	1	1	1
575446	576519	1	2	2	1
578138	578373	2	1	1	2
578588	579112	1	2	0	1
578588	586690	1	4	2	1
579225	586690	1	0	2	1
586887	593016	1	4	0	1
593156	598023	1	1	1	1
598149	600484	1	2	0	1
598149	608274	1	2	0	1
600608	601785	1	3	2	1
601838	602984	1	3	0	1
603056	604245	1	4	0	1
604355	608274	1	2	0	1
608357	609236	1	0	1	1
609329	610173	1	1	0	1
610242	610471	1	2	1	1
610594	611256	1	2	0	1
611340	617143	1	1	0	1
617223	618932	1	1	0	1
619011	626315	1	1	0	1
626414	627723	1	3	1	1
626974	627723	1	1	1	1
627814	631451	1	2	2	1
631574	632857	1	1	1	1
632992	633490	1	2	3	1
632992	641932	1	2	1	1
633589	635131	1	0	0	1
635254	641932	1	0	1	1
642031	643373	1	2	2	1
643477	653583	1	0	1	1
653683	698953	1	3	1	1
653683	719870	1	3	0	1
699595	719870	1	0	0	1
855362	857884	1	5	1	1
855950	857884	1	1	1	1
856538	857884	1	4	1	1
857960	859843	1	1	0	1
860401	861462	1	1	1	1
861548	863468	1	2	0	1
863666	865765	1	1	0	1
865907	866505	1	1	0	1
866600	867480	1	0	0	1
867649	867857	1	0	0	1
868035	868718	1	1	0	1
868893	869319	1	2	0	1
869448	869525	1	2	0	1
869679	870178	1	4	3	1
870398	871771	1	2	1	1
871880	872608	1	2	1	1
872769	874062	1	1	0	1
874182	874625	1	4	0	1
874861	876036	1	1	3	1
876265	876705	1	1	2	1
876978	877432	1	2	2	1
877531	878173	1	2	0	1
878314	880553	1	2	0	1
922126	922815	2	1	3	2
923938	924294	2	0	4	2
1194618	1196649	2	0	3	2
1196688	1203492	2	0	0	2
1197470	1203492	2	2	0	2
1203768	1204566	2	1	3	2
1204667	1233508	2	2	2	2
1233592	1239431	2	3	4	2
1239619	1262950	2	0	3	2
1263026	1263524	2	0	2	2
1263576	1266316	2	0	3	2
1263609	1266316	2	0	2	2
1266365	1279135	2	1	3	2
1279236	1279864	2	2	3	2
1279972	1289185	2	0	2	2
1289358	1332405	2	0	1	2
1382251	1382758	1	2	0	1
1414370	1419679	1	1	0	1
1419813	1420712	1	1	1	1
1421022	1421701	1	3	2	1
1507230	1507625	1	0	0	1
1507779	1508374	1	2	1	1
1508511	1509740	1	1	0	1
1508511	1510450	1	1	3	1
1509931	1510450	1	5	3	1
1510542	1512207	1	0	1	1
1510542	1513685	1	0	0	1
1513345	1513685	1	2	0	1
1513766	1514055	1	0	1	1
